difficulty_level,problem,alt1,alt2,alt3,answer,original_word,batch,num_workers,num_correct,mean_RT
5,U9?RIED,N,R,T,alt3,UNTRIED,6,50,30,4.4778
7,O9?RA9ISM,N,R,T,alt3,OSTRACISM,6,50,19,5.421
2,H9?LTH,A,E,I,alt1,HEALTH,7,49,44,3.5727
1,P9?CT9CE,A,E,I,alt1,PRACTICE,7,49,48,3.6212
5,C9?LI9ION,A,E,I,alt1,COALITION,7,49,34,4.7298
4,S9?TUTE,A,E,I,alt1,STATUTE,7,49,39,4.3737
2,P9?IRIE,A,E,I,alt1,PRAIRIE,7,49,41,3.5671
3,N9?GARA,A,E,I,alt1,NIAGARA,7,49,40,3.7994
1,GO?T,A,E,I,alt1,GOAT,7,49,48,3.5977
1,A9?LA9CHE,A,E,I,alt1,AVALANCHE,7,49,46,3.7273
4,S9?SO9ING,A,E,I,alt1,SEASONING,7,49,34,3.9491
1,YE?RN,A,E,I,alt1,YEARN,7,49,48,3.5229
1,W9?KEND,A,E,I,alt2,WEEKEND,7,49,48,3.6732
3,I9?NT9FIED,A,E,I,alt2,IDENTIFIED,7,49,39,3.9724
3,G9?ATLY,A,E,I,alt2,GREATLY,7,49,41,3.9571
4,T9?ATY,A,E,I,alt2,TREATY,7,49,37,4.4032
5,I9?NT9FIES,A,E,I,alt2,IDENTIFIES,7,49,32,4.4092
6,T9?RE9BO9TS,A,E,I,alt2,THEREABOUTS,7,49,24,4.8012
6,P9?BE9AN,A,E,I,alt2,PLEBEIAN,7,49,24,4.6333
5,E9?SI9HT,A,E,I,alt2,EYESIGHT,7,49,32,4.7467
1,U9?XP9ORED,A,E,I,alt2,UNEXPLORED,7,49,49,3.6095
3,E9?CT9IF9ED,A,E,I,alt2,ELECTRIFIED,7,49,38,3.9299
2,B9?DGE,A,E,I,alt3,BRIDGE,7,49,45,3.8376
1,BR?EF,A,E,I,alt3,BRIEF,7,49,47,3.5127
3,T9?WAN,A,E,I,alt3,TAIWAN,7,49,41,3.8054
3,D9?VEN,A,E,I,alt3,DRIVEN,7,49,38,3.9497
1,KN?FE,A,E,I,alt3,KNIFE,7,49,49,3.5965
1,T9?BUNE,A,E,I,alt3,TRIBUNE,7,49,45,3.6326
1,Q9?CKEN,A,E,I,alt3,QUICKEN,7,49,46,3.5709
3,P9?MAL,A,E,I,alt3,PRIMAL,7,49,38,4.0835
6,S9?GH9ED,A,E,I,alt3,SLIGHTED,7,49,22,4.8375
7,G9?NSAY,A,E,I,alt3,GAINSAY,7,49,21,4.6799
1,RI?G,N,R,T,alt1,RING,7,49,48,3.3867
1,M9?IT9RING,N,R,T,alt1,MONITORING,7,49,47,3.797
1,KI?GS,N,R,T,alt1,KINGS,7,49,49,3.4773
2,A9?OU9CES,N,R,T,alt1,ANNOUNCES,7,49,43,3.9412
2,R9?EWAL,N,R,T,alt1,RENEWAL,7,49,44,3.7463
1,ZO?ES,N,R,T,alt1,ZONES,7,49,47,3.5734
1,DO?OR,N,R,T,alt1,DONOR,7,49,48,3.4235
5,T9?ISIA,N,R,T,alt1,TUNISIA,7,49,29,4.1404
1,MI?X,N,R,T,alt1,MINX,7,49,46,3.7326
1,N9?MAL,N,R,T,alt2,NORMAL,7,49,46,3.5477
6,C9?TI9IC9TES,N,R,T,alt2,CERTIFICATES,7,49,20,4.3402
4,B9?LIN,N,R,T,alt2,BERLIN,7,49,38,4.1453
4,E9?RI9GS,N,R,T,alt2,EARRINGS,7,49,38,4.2217
7,M9?EO9ER,N,R,T,alt2,MOREOVER,7,49,19,4.7145
4,I9?AELI,N,R,T,alt2,ISRAELI,7,49,32,3.9037
2,B9?OUGH,N,R,T,alt2,BOROUGH,7,49,45,3.9039
6,H9?RI9LE,N,R,T,alt2,HORRIBLE,7,49,24,4.4964
3,B9?OM9TER,N,R,T,alt2,BAROMETER,7,49,43,4.3181
1,T9?PEDO,N,R,T,alt2,TORPEDO,7,49,49,3.5136
7,C9?EG9RIES,N,R,T,alt3,CATEGORIES,7,49,17,4.4697
6,E9?IM9TE,N,R,T,alt3,ESTIMATE,7,49,24,4.8809
2,N9?ICED,N,R,T,alt3,NOTICED,7,49,45,3.834
3,M9?HO9OL9GY,N,R,T,alt3,METHODOLOGY,7,49,40,4.1907
4,S9?URN,N,R,T,alt3,SATURN,7,49,38,4.3571
6,I9?AN9UL,N,R,T,alt3,ISTANBUL,7,49,25,4.3807
5,M9?AP9YS9CS,N,R,T,alt3,METAPHYSICS,7,49,30,4.6548
1,N9?MEG,N,R,T,alt3,NUTMEG,7,49,46,3.5541
5,A9?EMIS,N,R,T,alt3,ARTEMIS,7,49,33,4.3222
7,F9?UOUS,N,R,T,alt3,FATUOUS,7,49,8,4.4752
2,L9?RN9NG,A,E,I,alt1,LEARNING,8,49,44,3.7448
4,C9?IMS,A,E,I,alt1,CLAIMS,8,49,38,4.1675
7,A9?RE9ESS,A,E,I,alt1,AWARENESS,8,49,13,4.7004
3,D9?BE9ES,A,E,I,alt1,DIABETES,8,49,38,3.8087
5,P9?NNER,A,E,I,alt1,PLANNER,8,49,34,4.4968
3,U9?NDA,A,E,I,alt1,UGANDA,8,49,38,3.8645
4,P9?RM9CIES,A,E,I,alt1,PHARMACIES,8,49,36,3.8872
1,PS?LM,A,E,I,alt1,PSALM,8,49,47,3.5207
7,F9?SI9LE,A,E,I,alt1,FEASIBLE,8,49,21,5.0584
5,Z9?LO9SLY,A,E,I,alt1,ZEALOUSLY,8,49,29,4.3337
2,E9?CT9ONIC,A,E,I,alt2,ELECTRONIC,8,49,42,3.7764
1,B9?AK9AST,A,E,I,alt2,BREAKFAST,8,49,47,3.7193
1,U9?MP9OY9ENT,A,E,I,alt2,UNEMPLOYMENT,8,49,49,3.3888
1,S9?RIFF,A,E,I,alt2,SHERIFF,8,49,47,3.4925
2,C9?ANUP,A,E,I,alt2,CLEANUP,8,49,45,3.7897
5,S9?PM9THER,A,E,I,alt2,STEPMOTHER,8,49,34,4.4829
5,T9?PI9AT9ON,A,E,I,alt2,TREPIDATION,8,49,30,4.7271
5,K9?ELED,A,E,I,alt2,KNEELED,8,49,32,4.3188
7,S9?ER9GE,A,E,I,alt2,STEERAGE,8,49,23,5.3355
6,A9?NGER,A,E,I,alt2,AVENGER,8,49,23,4.9262
4,I9?TIAL,A,E,I,alt3,INITIAL,8,49,35,3.9152
5,M9?NT9INED,A,E,I,alt3,MAINTAINED,8,49,30,4.4891
6,O9?EN9ED,A,E,I,alt3,ORIENTED,8,49,22,4.6303
4,T9?NITY,A,E,I,alt3,TRINITY,8,49,36,4.272
2,U9?LIZE,A,E,I,alt3,UTILIZE,8,49,42,3.6996
3,N9?GH9OR,A,E,I,alt3,NEIGHBOR,8,49,40,3.8665
6,E9?TO9IALS,A,E,I,alt3,EDITORIALS,8,49,22,4.7698
3,G9?MACE,A,E,I,alt3,GRIMACE,8,49,40,3.9008
2,E9?TOME,A,E,I,alt3,EPITOME,8,49,43,3.7521
2,W9?TR9SS,A,E,I,alt3,WAITRESS,8,49,42,3.8452
4,R9?TALS,N,R,T,alt1,RENTALS,8,49,38,4.1178
2,M9?NE9OTA,N,R,T,alt1,MINNESOTA,8,49,45,3.7836
5,S9?TH9SIS,N,R,T,alt1,SYNTHESIS,8,49,31,4.0904
1,ZI?C,N,R,T,alt1,ZINC,8,49,47,3.5729
2,G9?ER9TORS,N,R,T,alt1,GENERATORS,8,49,43,3.9948
7,V9?IS9ING,N,R,T,alt1,VANISHING,8,49,22,5.083
6,I9?OM9NI9US,N,R,T,alt1,IGNOMINIOUS,8,49,21,4.6045
4,M9?AG9RIE,N,R,T,alt1,MENAGERIE,8,49,38,4.1498
5,P9?TIFF,N,R,T,alt1,PONTIFF,8,49,34,4.697
5,N9?PL9SSED,N,R,T,alt1,NONPLUSSED,8,49,31,4.5615
4,C9?IS9IAN,N,R,T,alt2,CHRISTIAN,8,49,38,4.2186
7,A9?IC9LT9RE,N,R,T,alt2,AGRICULTURE,8,49,18,4.3235
1,A9?OBAT,N,R,T,alt2,ACROBAT,8,49,46,3.4839
1,H9?IZ9NTAL,N,R,T,alt2,HORIZONTAL,8,49,47,3.4436
3,B9?BA9OS,N,R,T,alt2,BARBADOS,8,49,38,4.0322
7,S9?INT,N,R,T,alt2,SPRINT,8,49,21,4.7852
6,V9?IE9IES,N,R,T,alt2,VARIETIES,8,49,23,4.4057
7,S9?IG9TLY,N,R,T,alt2,SPRIGHTLY,8,49,14,5.2943
6,H9?AN9UE,N,R,T,alt2,HARANGUE,8,49,23,4.3154
3,K9?CH9EF,N,R,T,alt2,KERCHIEF,8,49,39,4.1991
4,A9?HO9GH,N,R,T,alt3,ALTHOUGH,8,49,36,4.3611
7,O9?AI9ED,N,R,T,alt3,OBTAINED,8,49,11,5.0335
2,M9?HE9AT9CAL,N,R,T,alt3,MATHEMATICAL,8,49,45,3.7988
2,C9?IZ9NS9IP,N,R,T,alt3,CITIZENSHIP,8,49,44,3.7471
6,C9?AR9CT,N,R,T,alt3,CATARACT,8,49,23,4.7275
7,H9?ER9GE9EOUS,N,R,T,alt3,HETEROGENEOUS,8,49,19,4.8231
5,F9?HE9LESS,N,R,T,alt3,FATHERLESS,8,49,35,4.6822
6,A9?IC9LA9ION,N,R,T,alt3,ARTICULATION,8,49,28,4.5052
7,R9?LAND,N,R,T,alt3,RUTLAND,8,49,18,5.26
1,N9?IC9ABLY,N,R,T,alt3,NOTICEABLY,8,49,46,3.6809
1,TH?T,A,E,I,alt1,THAT,9,52,49,3.4533
1,UT?H,A,E,I,alt1,UTAH,9,52,50,3.4331
1,AR?B,A,E,I,alt1,ARAB,9,52,51,3.4865
3,H9?DP9ONES,A,E,I,alt1,HEADPHONES,9,52,41,3.8676
3,S9?TI9NERY,A,E,I,alt1,STATIONERY,9,52,44,3.9902
1,F9?NK9URT,A,E,I,alt1,FRANKFURT,9,52,50,3.6832
1,SW?N,A,E,I,alt1,SWAN,9,52,49,3.6829
6,W9?KE9ING,A,E,I,alt1,WEAKENING,9,52,29,4.9479
6,D9?DEM,A,E,I,alt1,DIADEM,9,52,22,4.1621
1,F9?UD9LENT,A,E,I,alt1,FRAUDULENT,9,52,47,3.5087
1,ID?A,A,E,I,alt2,IDEA,9,52,47,3.371
3,E9?CT9IC,A,E,I,alt2,ELECTRIC,9,52,41,4.118
4,W9?ELS,A,E,I,alt2,WHEELS,9,52,34,3.8774
7,S9?CIFY,A,E,I,alt2,SPECIFY,9,52,19,4.7743
7,S9?CI9IC9TION,A,E,I,alt2,SPECIFICATION,9,52,16,5.0521
2,E9?GANT,A,E,I,alt2,ELEGANT,9,52,45,3.5277
5,F9?IGHT,A,E,I,alt2,FREIGHT,9,52,34,4.463
3,E9?MIES,A,E,I,alt2,ENEMIES,9,52,43,3.6717
7,L9?CH9EN9TEIN,A,E,I,alt2,LIECHTENSTEIN,9,52,17,4.9465
6,A9?QU9TELY,A,E,I,alt2,ADEQUATELY,9,52,23,4.6526
1,FA?R,A,E,I,alt3,FAIR,9,52,48,3.5339
1,JO?NT,A,E,I,alt3,JOINT,9,52,50,3.4834
2,R9?LWAY,A,E,I,alt3,RAILWAY,9,52,44,3.7423
4,B9?EF9NG,A,E,I,alt3,BRIEFING,9,52,38,4.0126
6,C9?EF9AIN,A,E,I,alt3,CHIEFTAIN,9,52,29,4.4017
3,A9?MATE,A,E,I,alt3,ANIMATE,9,52,43,3.6655
4,W9?RL9OOL,A,E,I,alt3,WHIRLPOOL,9,52,37,3.972
3,V9?CED,A,E,I,alt3,VOICED,9,52,42,4.0469
5,T9?CK9NING,A,E,I,alt3,THICKENING,9,52,28,3.9339
7,I9?NE9ANT,A,E,I,alt3,ITINERANT,9,52,12,4.3703
1,L9?COLN,N,R,T,alt1,LINCOLN,9,52,51,3.4142
1,L9?DS9APE,N,R,T,alt1,LANDSCAPE,9,52,51,3.6999
1,A9?OU9CE9ENT,N,R,T,alt1,ANNOUNCEMENT,9,52,48,3.5151
5,S9?DI9AT9ON,N,R,T,alt1,SYNDICATION,9,52,32,4.7617
2,M9?UF9CT9RED,N,R,T,alt1,MANUFACTURED,9,52,45,3.6897
1,RE?O,N,R,T,alt1,RENO,9,52,50,3.6432
3,M9?IC9PA9ITY,N,R,T,alt1,MUNICIPALITY,9,52,44,3.965
2,H9?DI9AP9ED,N,R,T,alt1,HANDICAPPED,9,52,46,3.8205
1,H9?DC9FFS,N,R,T,alt1,HANDCUFFS,9,52,49,3.5107
4,V9?ER9AL,N,R,T,alt1,VENEREAL,9,52,37,4.317
4,C9?EERS,N,R,T,alt2,CAREERS,9,52,39,4.1545
4,H9?DC9RE,N,R,T,alt2,HARDCORE,9,52,36,3.7969
1,EA?N,N,R,T,alt2,EARN,9,52,48,3.4441
3,H9?RI9ANE,N,R,T,alt2,HURRICANE,9,52,41,3.8838
5,T9?RI9OR9ES,N,R,T,alt2,TERRITORIES,9,52,33,4.2372
4,C9?IS9IANS,N,R,T,alt2,CHRISTIANS,9,52,38,4.4773
6,B9?RI9RS,N,R,T,alt2,BARRIERS,9,52,26,4.374
7,A9?EES,N,R,T,alt2,AGREES,9,52,14,4.7808
1,W9?KOUT,N,R,T,alt2,WORKOUT,9,52,48,3.4873
3,J9?IS9RU9ENCE,N,R,T,alt2,JURISPRUDENCE,9,52,45,4.103
1,O9?OBER,N,R,T,alt3,OCTOBER,9,52,51,3.5608
6,E9?IM9TED,N,R,T,alt3,ESTIMATED,9,52,27,5.0056
5,E9?AB9IS9ING,N,R,T,alt3,ESTABLISHING,9,52,30,4.335
7,A9?IV9TION,N,R,T,alt3,ACTIVATION,9,52,19,4.8284
4,B9?SW9NA,N,R,T,alt3,BOTSWANA,9,52,39,4.1239
2,S9?IS9AC9ORY,N,R,T,alt3,SATISFACTORY,9,52,46,3.7231
3,VE?O,N,R,T,alt3,VETO,9,52,43,3.6309
4,N9?IV9TY,N,R,T,alt3,NATIVITY,9,52,37,4.2136
4,I9?HMUS,N,R,T,alt3,ISTHMUS,9,52,37,4.3558
6,O9?RUDE,N,R,T,alt3,OBTRUDE,9,52,30,4.952
2,Q9?NT9TY,A,E,I,alt1,QUANTITY,10,49,42,3.7007
2,P9?CT9CAL,A,E,I,alt1,PRACTICAL,10,49,43,3.4651
1,GU?RD,A,E,I,alt1,GUARD,10,49,49,3.3334
6,E9?LU9TE,A,E,I,alt1,EVALUATE,10,49,27,4.396
3,S9?RTUP,A,E,I,alt1,STARTUP,10,49,41,3.9065
2,P9?RM9CO9OGY,A,E,I,alt1,PHARMACOLOGY,10,49,44,3.5731
3,U9?VO9DA9LE,A,E,I,alt1,UNAVOIDABLE,10,49,37,3.7927
5,F9?GM9NT9RY,A,E,I,alt1,FRAGMENTARY,10,49,32,4.4311
5,S9?BB9RD,A,E,I,alt1,SCABBARD,10,49,31,4.6953
5,M9?SLES,A,E,I,alt1,MEASLES,10,49,30,4.3098
3,A9?NCY,A,E,I,alt2,AGENCY,10,49,40,3.8592
1,T9?RAPY,A,E,I,alt2,THERAPY,10,49,46,3.7396
5,B9?ASTS,A,E,I,alt2,BREASTS,10,49,31,4.314
5,T9?REOF,A,E,I,alt2,THEREOF,10,49,28,4.0877
6,F9?ECE,A,E,I,alt2,FLEECE,10,49,24,4.3677
6,T9?RE9FTER,A,E,I,alt2,THEREAFTER,10,49,21,4.3615
6,E9?NLY,A,E,I,alt2,EVENLY,10,49,25,4.4121
5,U9?RR9NG,A,E,I,alt2,UNERRING,10,49,31,4.3451
5,S9?CU9ATOR,A,E,I,alt2,SPECULATOR,10,49,33,4.5531
6,S9?AD9AS9NESS,A,E,I,alt2,STEADFASTNESS,10,49,24,4.9164
1,U9?LITY,A,E,I,alt3,UTILITY,10,49,46,3.7957
1,B9?LD9NGS,A,E,I,alt3,BUILDINGS,10,49,48,3.6004
3,B9?LDER,A,E,I,alt3,BUILDER,10,49,37,3.8173
7,G9?MM9RING,A,E,I,alt3,GLIMMERING,10,49,17,4.275
7,E9?GR9TION,A,E,I,alt3,EMIGRATION,10,49,16,4.3176
4,J9?LER,A,E,I,alt3,JAILER,10,49,35,4.2666
3,Q9?ETER,A,E,I,alt3,QUIETER,10,49,40,3.9332
2,FE?GN,A,E,I,alt3,FEIGN,10,49,43,3.8057
7,E9?GM9TI9AL,A,E,I,alt3,ENIGMATICAL,10,49,16,4.4497
6,Q9?NINE,A,E,I,alt3,QUININE,10,49,23,4.2571
2,KI?DS,N,R,T,alt1,KINDS,10,49,43,4.0757
1,K9?TU9KY,N,R,T,alt1,KENTUCKY,10,49,49,3.5724
1,S9?SET,N,R,T,alt1,SUNSET,10,49,47,3.5035
1,M9?HA9TAN,N,R,T,alt1,MANHATTAN,10,49,47,3.6132
4,P9?AL9IES,N,R,T,alt1,PENALTIES,10,49,34,4.1197
3,K9?SMEN,N,R,T,alt1,KINSMEN,10,49,39,3.9367
6,D9?UN9IA9ION,N,R,T,alt1,DENUNCIATION,10,49,25,4.3416
3,S9?SK9IT,N,R,T,alt1,SANSKRIT,10,49,41,4.0451
2,UR?S,N,R,T,alt1,URNS,10,49,44,3.9162
7,S9?TE9TI9US,N,R,T,alt1,SENTENTIOUS,10,49,19,4.6972
6,V9?IOUS,N,R,T,alt2,VARIOUS,10,49,28,4.697
2,C9?RI9ULUM,N,R,T,alt2,CURRICULUM,10,49,42,3.7118
6,D9?EC9OR9ES,N,R,T,alt2,DIRECTORIES,10,49,24,4.7993
7,A9?AN9EM9NTS,N,R,T,alt2,ARRANGEMENTS,10,49,17,4.6285
1,W9?KP9ACE,N,R,T,alt2,WORKPLACE,10,49,47,3.5829
1,H9?OES,N,R,T,alt2,HEROES,10,49,47,3.5359
3,T9?IFF,N,R,T,alt2,TARIFF,10,49,42,3.924
4,A9?IFT,N,R,T,alt2,ADRIFT,10,49,38,4.1698
1,HU?L,N,R,T,alt2,HURL,10,49,48,3.7058
5,T9?TU9US,N,R,T,alt2,TORTUOUS,10,49,29,4.5131
4,N9?HE9LA9DS,N,R,T,alt3,NETHERLANDS,10,49,39,4.3803
4,A9?OR9EYS,N,R,T,alt3,ATTORNEYS,10,49,36,4.0865
2,L9?INO,N,R,T,alt3,LATINO,10,49,42,3.7171
2,V9?ICAN,N,R,T,alt3,VATICAN,10,49,43,3.6712
7,P9?RI9RC9AL,N,R,T,alt3,PATRIARCHAL,10,49,17,4.8774
7,B9?RA9AL,N,R,T,alt3,BETRAYAL,10,49,19,4.6948
6,M9?IG9TE,N,R,T,alt3,MITIGATE,10,49,26,4.6812
5,O9?USE,N,R,T,alt3,OBTUSE,10,49,32,4.1208
3,B9?TE9MILK,N,R,T,alt3,BUTTERMILK,10,49,39,4.01
7,A9?UT9NESS,N,R,T,alt3,ASTUTENESS,10,49,15,4.7637
2,L9?DE9SHIP,A,E,I,alt1,LEADERSHIP,11,30,28,2.9917
2,R9?LITY,A,E,I,alt1,REALITY,11,30,28,3.6447
1,M9?NW9ILE,A,E,I,alt1,MEANWHILE,11,30,29,2.9241
3,P9?IN9IFF,A,E,I,alt1,PLAINTIFF,11,30,27,3.6816
6,A9?HEIM,A,E,I,alt1,ANAHEIM,11,30,18,4.3015
7,OM?N,A,E,I,alt1,OMAN,11,30,0,2.7615
3,P9?YB9CK,A,E,I,alt1,PLAYBACK,11,30,28,4.417
7,A9?RI9IOUS,A,E,I,alt1,AVARICIOUS,11,30,6,4.6539
3,B9?SP9EM9US,A,E,I,alt1,BLASPHEMOUS,11,30,24,3.2749
3,U9?TT9IN9BLE,A,E,I,alt1,UNATTAINABLE,11,30,24,3.543
1,OP?N,A,E,I,alt2,OPEN,11,30,30,2.5278
1,F9?EDOM,A,E,I,alt2,FREEDOM,11,30,28,2.6198
1,EN?MY,A,E,I,alt2,ENEMY,11,30,30,2.4258
4,I9?NT9CAL,A,E,I,alt2,IDENTICAL,11,30,23,3.5931
6,C9?AT9RES,A,E,I,alt2,CREATURES,11,30,17,4.3575
2,F9?QU9NC9ES,A,E,I,alt2,FREQUENCIES,11,30,27,3.3211
3,G9?ASE,A,E,I,alt2,GREASE,11,30,24,3.2768
5,R9?UM9TISM,A,E,I,alt2,RHEUMATISM,11,30,21,4.0447
3,P9?NO9ENAL,A,E,I,alt2,PHENOMENAL,11,30,26,3.3937
7,C9?YE9NE,A,E,I,alt2,CHEYENNE,11,30,14,4.5461
1,Q9?CKLY,A,E,I,alt3,QUICKLY,11,30,29,2.3924
2,O9?GIN,A,E,I,alt3,ORIGIN,11,30,27,2.9277
5,G9?NEA,A,E,I,alt3,GUINEA,11,30,19,3.9055
3,P9?LI9PI9ES,A,E,I,alt3,PHILIPPINES,11,30,25,3.4811
1,P9?NC9PLE,A,E,I,alt3,PRINCIPLE,11,30,30,3.2484
5,E9?SS9ONS,A,E,I,alt3,EMISSIONS,11,30,19,4.0195
6,E9?SS9ON,A,E,I,alt3,EMISSION,11,30,17,4.2945
7,M9?ST9RE,A,E,I,alt3,MOISTURE,11,30,8,5.1009
7,A9?CA9LE,A,E,I,alt3,AMICABLE,11,30,7,4.5771
6,DA?S,A,E,I,alt3,DAIS,11,30,18,4.7849
3,B9?EF9TS,N,R,T,alt1,BENEFITS,11,30,24,3.0915
1,SO?G,N,R,T,alt1,SONG,11,30,30,2.7045
3,S9?CT9FIED,N,R,T,alt1,SANCTIFIED,11,30,25,3.1601
4,L9?EAGE,N,R,T,alt1,LINEAGE,11,30,23,3.5128
1,U9?EC9SS9RILY,N,R,T,alt1,UNNECESSARILY,11,30,28,2.9365
4,P9?DU9UM,N,R,T,alt1,PENDULUM,11,30,22,3.904
1,B9?ANAS,N,R,T,alt1,BANANAS,11,30,30,2.7079
1,LY?X,N,R,T,alt1,LYNX,11,30,29,2.5667
7,S9?UOUS,N,R,T,alt1,SINUOUS,11,30,11,3.6876
2,P9?EA9PLE,N,R,T,alt1,PINEAPPLE,11,30,28,3.0664
2,E9?OPE,N,R,T,alt2,EUROPE,11,30,28,3.7052
3,H9?DC9VER,N,R,T,alt2,HARDCOVER,11,30,26,3.36
1,A9?IVAL,N,R,T,alt2,ARRIVAL,11,30,28,2.7003
1,YA?D,N,R,T,alt2,YARD,11,30,29,2.5872
1,M9?RORS,N,R,T,alt2,MIRRORS,11,30,28,2.9299
7,I9?IG9TION,N,R,T,alt2,IRRIGATION,11,30,10,4.0849
1,FE?N,N,R,T,alt2,FERN,11,30,30,3.0772
5,B9?EFT,N,R,T,alt2,BEREFT,11,30,20,3.7446
1,J9?GON,N,R,T,alt2,JARGON,11,30,28,2.8254
4,W9?SH9PP9NG,N,R,T,alt2,WORSHIPPING,11,30,22,3.4773
4,M9?HODS,N,R,T,alt3,METHODS,11,30,23,3.3618
3,E9?AB9ISH,N,R,T,alt3,ESTABLISH,11,30,24,3.617
7,A9?RA9TION,N,R,T,alt3,ATTRACTION,11,30,14,5.1636
5,V9?ER9NS,N,R,T,alt3,VETERANS,11,30,19,4.4443
5,L9?IG9TION,N,R,T,alt3,LITIGATION,11,30,18,3.5568
7,W9?ER9HED,N,R,T,alt3,WATERSHED,11,30,12,4.4406
7,W9?CH9UL9ESS,N,R,T,alt3,WATCHFULNESS,11,30,14,4.8399
5,O9?EN9IBLY,N,R,T,alt3,OSTENSIBLY,11,30,19,3.9576
7,L9?TI9ED,N,R,T,alt3,LATTICED,11,30,10,4.4312
6,N9?RO9EN9US,N,R,T,alt3,NITROGENOUS,11,30,19,5.4743
1,LE?RN,A,E,I,alt1,LEARN,12,31,31,2.5248
1,CL?IM,A,E,I,alt1,CLAIM,12,31,31,2.7179
4,T9?IL9ND,A,E,I,alt1,THAILAND,12,31,23,4.0981
6,M9?SU9ING,A,E,I,alt1,MEASURING,12,31,16,4.4382
2,L9?TH9NG,A,E,I,alt1,LOATHING,12,31,28,2.8587
5,F9?NT9CA9LY,A,E,I,alt1,FRANTICALLY,12,31,20,4.409
7,U9?VA9LING,A,E,I,alt1,UNAVAILING,12,31,13,5.3122
5,I9?GERY,A,E,I,alt1,IMAGERY,12,31,21,3.3885
2,Q9?RR9LS9ME,A,E,I,alt1,QUARRELSOME,12,31,29,3.0806
6,S9?PORT,A,E,I,alt1,SEAPORT,12,31,16,3.9912
1,US?D,A,E,I,alt2,USED,12,31,31,2.6711
1,TH?M,A,E,I,alt2,THEM,12,31,31,2.6225
6,O9?RA9IO9AL,A,E,I,alt2,OPERATIONAL,12,31,18,4.3629
1,GE?K,A,E,I,alt2,GEEK,12,31,31,2.4755
2,G9?GORY,A,E,I,alt2,GREGORY,12,31,29,3.5934
2,E9?MPT,A,E,I,alt2,EXEMPT,12,31,28,2.6421
6,C9?AN9RS,A,E,I,alt2,CLEANERS,12,31,17,4.8428
5,V9?TN9MESE,A,E,I,alt2,VIETNAMESE,12,31,20,3.3354
1,C9?SC9NT,A,E,I,alt2,CRESCENT,12,31,29,2.915
7,G9?RN9EY,A,E,I,alt2,GUERNSEY,12,31,11,5.1117
1,PR?ME,A,E,I,alt3,PRIME,12,31,31,2.5111
1,F9?LURE,A,E,I,alt3,FAILURE,12,31,30,2.7606
3,S9?RI9UAL,A,E,I,alt3,SPIRITUAL,12,31,27,3.5302
1,K9?GHT,A,E,I,alt3,KNIGHT,12,31,30,2.6027
1,O9?GINS,A,E,I,alt3,ORIGINS,12,31,29,2.8724
6,E9?THET,A,E,I,alt3,EPITHET,12,31,17,4.2076
6,B9?LIFF,A,E,I,alt3,BAILIFF,12,31,17,4.226
4,K9?GH9LY,A,E,I,alt3,KNIGHTLY,12,31,24,3.8246
6,F9?RT9TION,A,E,I,alt3,FLIRTATION,12,31,16,4.8881
7,I9?QU9TOUS,A,E,I,alt3,INIQUITOUS,12,31,13,4.6883
1,W9?DOWS,N,R,T,alt1,WINDOWS,12,31,31,2.5139
1,K9?GDOM,N,R,T,alt1,KINGDOM,12,31,30,2.6321
4,L9?ATIC,N,R,T,alt1,LUNATIC,12,31,24,3.3601
2,V9?OM9US,N,R,T,alt1,VENOMOUS,12,31,28,2.9408
3,L9?GU9DLY,N,R,T,alt1,LANGUIDLY,12,31,27,3.8727
6,L9?CA9HIRE,N,R,T,alt1,LANCASHIRE,12,31,18,4.7394
5,H9?EY9UC9LE,N,R,T,alt1,HONEYSUCKLE,12,31,21,3.6458
1,L9?GU9STIC,N,R,T,alt1,LINGUISTIC,12,31,30,3.1047
7,P9?TH9ISM,N,R,T,alt1,PANTHEISM,12,31,15,4.9496
7,H9?DO9TAN,N,R,T,alt1,HINDOSTAN,12,31,14,4.8317
3,W9?LD9IDE,N,R,T,alt2,WORLDWIDE,12,31,26,3.7099
1,ZE?O,N,R,T,alt2,ZERO,12,31,31,2.841
1,N9?MA9LY,N,R,T,alt2,NORMALLY,12,31,31,2.8298
6,A9?AN9EM9NT,N,R,T,alt2,ARRANGEMENT,12,31,16,5.1436
1,P9?SUIT,N,R,T,alt2,PURSUIT,12,31,31,2.4047
6,C9?RE9PO9DS,N,R,T,alt2,CORRESPONDS,12,31,18,4.784
6,C9?ON9TION,N,R,T,alt2,CORONATION,12,31,15,4.5568
7,S9?AM9LE,N,R,T,alt2,SCRAMBLE,12,31,8,4.8576
7,I9?EG9LA9ITY,N,R,T,alt2,IRREGULARITY,12,31,15,5.1809
7,S9?IP9URAL,N,R,T,alt2,SCRIPTURAL,12,31,13,5.3201
1,B9?WEEN,N,R,T,alt3,BETWEEN,12,31,30,2.5201
2,N9?IF9CA9ION,N,R,T,alt3,NOTIFICATION,12,31,28,2.935
1,V9?AMIN,N,R,T,alt3,VITAMIN,12,31,31,2.9646
6,T9?ANS,N,R,T,alt3,TITANS,12,31,16,4.4619
2,LA?EX,N,R,T,alt3,LATEX,12,31,28,2.959
1,V9?ERAN,N,R,T,alt3,VETERAN,12,31,30,2.6338
7,E9?ATES,N,R,T,alt3,ESTATES,12,31,11,4.7543
