Age,Sex,Edu_level,Highest_math,Curr_math,Ethnicity,Race,Income,MathAnx_score,ReadAnx_score,TraitAnx_score,SocDsr_score,TestAnx_score,points,easy_math_cnt,easy_word_cnt,easy_acc_math,easy_acc_word,easy_RT_math,easy_RT_word,hard_math_cnt,hard_word_cnt,hard_level_math,hard_level_word,hard_acc_math,hard_acc_word,hard_RT_math,hard_RT_word,hcp_h2e2_math,hcp_h3e2_math,hcp_h4e2_math,hcp_h5e2_math,hcp_h6e2_math,hcp_h456e2_math,hcp_h2e2_word,hcp_h3e2_word,hcp_h4e2_word,hcp_h5e2_word,hcp_h6e2_word,hcp_h456e2_word
26,2,5,6,2,2,5,2,1.36,1,39,13,23,358,45,14,0.9333,0.9286,1827,1791,25,56,2.88,4.5357,0.68,0.7321,4642,3113,0.3,0.3,0.2,0.4,0.3,0.3,0.6,1,1,1,1,1
33,1,3,4,2,2,5,3,2.6,2,66,17,60,361,45,21,0.9111,0.9048,2220,2423,25,49,3.08,3.0204,0.72,0.7143,4257,3250,0.1,0.3,0.3,0.3,0.5,0.3667,0.2,1,0.8,1,0.9,0.9
33,1,4,4,2,2,3,4,2.48,2.56,33,31,33,187,44,40,0.75,0.3,2585,2255,26,30,2.2692,2.1667,0.4615,0.3667,2331,2263,0.3,0.2,0.1,0.5,0.5,0.3667,0.3,0.5,0.2,0.4,0.6,0.4
25,1,3,4,2,1,6,3,3.36,3.08,34,19,56,310,44,28,0.9773,0.6786,2473,3168,26,42,2.2692,2.8333,0.5385,0.6429,3652,3719,0.2,0.2,0.2,0.6,0.4,0.4,0.1,0.8,0.7,0.9,0.7,0.7667
33,1,2,2,2,2,5,4,3.08,1.52,44,26,42,330,44,15,0.9773,0.8667,2552,2366,26,55,2.6923,2.5273,0.6154,0.6364,5001,3359,0.1,0.5,0.3,0.2,0.5,0.3333,0.9,0.9,0.9,0.8,1,0.9
27,1,5,5,2,2,5,1,3.56,1.92,28,1,34,373,44,21,0.9773,0.9048,2409,1825,26,49,2.8846,4.2653,0.6538,0.7347,4427,2534,0.1,0.1,0.4,0.4,0.6,0.4667,0.1,1,0.9,1,0.9,0.9333
27,2,4,4,2,2,5,4,2.88,4.04,57,6,42,300,44,59,0.9545,0.8983,2328,2773,26,11,4.1538,3.6364,0.7692,0.5455,4371,3713,0.4,0.5,0.3,0.1,0.3,0.2333,0,0,0.1,0,0,0.0333
24,1,3,8,2,2,5,3,3.36,3.36,62,15,67,218,43,40,0.4186,0.85,1894,2130,27,30,2.037,2.5667,0.2963,0.6333,1763,2934,0.4,0.3,0.4,0.4,0.2,0.3333,0.4,0.4,0.5,0.2,0.5,0.4
20,1,3,5,2,2,5,4,3.92,1.68,55,9,47,315,43,19,0.6279,0.9474,2057,2192,27,51,2.1111,4.1373,0.3704,0.7451,2047,2954,0,0.1,0.2,0.6,0.8,0.5333,0.2,0.9,1,1,1,1
24,2,2,2,1,1,5,1,2.92,1.72,37,12,40,326,43,20,0.8605,0.85,2534,2220,27,50,2.2222,4.54,0.4444,0.7,2946,2671,0,0.2,0.4,0.6,0.5,0.5,0,1,1,1,1,1
33,1,3,6,2,1,3,6,3.68,2.32,65,14,57,352,43,33,0.9767,0.9394,1813,1966,27,37,2.7037,3.7838,0.6667,0.7027,3273,2872,0.2,0.2,0.2,0.6,0.5,0.4333,0.1,0.7,0.6,0.6,0.7,0.6333
34,1,3,6,2,2,5,4,1.2,1,29,16,23,358,43,21,1,0.9048,1981,1963,27,49,3.037,3.7959,0.6667,0.6735,3382,2641,0.2,0.2,0.3,0.5,0.5,0.4333,0.1,0.8,1,1,1,1
26,1,2,4,2,2,5,2,3.8,2.28,57,10,72,237,42,21,0.7857,0.9048,2868,2125,28,49,2.0714,2.4286,0.3571,0.4898,3341,2962,0.4,0.5,0.3,0.4,0.2,0.3,0.7,0.8,0.9,0.6,0.9,0.8
33,2,3,3,2,2,5,3,2.52,2.08,68,7,43,339,42,39,0.9762,1,2514,1994,28,31,2.6071,3.5484,0.5714,0.5806,4839,4089,0,0,0.1,0.9,0.8,0.6,0,0.1,0.3,0.7,1,0.6667
21,2,3,6,2,2,1,2,3.24,3.16,50,15,53,328,41,45,0.9024,0.8889,1849,2114,29,25,2.3103,2.76,0.6207,0.68,2502,2272,0,0.1,0.5,0.6,0.7,0.6,0.1,0,0.3,0.6,0.5,0.4667
25,1,4,6,2,2,5,3,2.84,2.6,61,5,69,385,41,31,1,1,1878,1703,29,39,3.6207,5.9487,0.6897,0.6923,3496,3383,0,0,0.2,0.8,0.9,0.6333,0,0.1,0.8,1,1,0.9333
25,1,3,4,2,2,5,6,3.2,3.04,45,16,49,255,40,28,0.5,0.9643,2571,1983,30,42,2.0333,3.9048,0.2667,0.7143,2518,3089,0.2,0.4,0.5,0.5,0.4,0.4667,0.5,0.7,0.8,0.5,0.7,0.6667
32,2,5,6,2,2,5,5,3.04,2.8,33,24,48,276,40,40,0.95,0.85,2466,2806,30,30,2.1333,2.3667,0.3667,0.5667,4245,3287,0.2,0.4,0.4,0.5,0.5,0.4667,0.5,0.3,0.4,0.3,0.5,0.4
26,2,4,6,2,2,5,3,1.72,1.36,27,14,26,365,40,32,1,1,1971,1776,30,38,2.6333,3.9737,0.6667,0.7368,3404,3123,0.2,0.2,0.3,0.4,0.9,0.5333,0.6,0.6,0.4,0.5,0.7,0.5333
31,2,4,4,2,2,5,5,3.12,1,20,29,22,356,40,12,0.95,1,2330,1878,30,58,2.7,4.8448,0.6,0.7241,3466,3440,0.1,0.5,0.5,0.6,0.3,0.4667,0.9,1,1,0.9,1,0.9667
33,2,5,6,2,1,3,3,3.68,3.56,48,15,54,242,40,41,0.825,0.4146,2725,3312,30,29,3,2.1379,0.7,0.4138,4077,3379,0.5,0.4,0.4,0.3,0.4,0.3667,0.6,0.4,0.3,0.3,0.3,0.3
24,2,5,7,2,2,3,5,1.72,1.16,37,22,30,362,40,42,0.975,0.9048,2031,2120,30,28,3.2,2.7143,0.7,0.75,4123,2823,0.1,0.2,0.5,0.6,0.6,0.5667,0.2,0.1,0.5,0.5,0.5,0.5
33,1,4,6,2,2,5,6,2.2,1.88,43,2,32,330,40,47,0.95,0.9574,2268,2283,30,23,3.7,2.5217,0.7,0.6087,4687,3226,0,0.4,0.5,0.5,0.6,0.5333,0.2,0.1,0.3,0.4,0.3,0.3333
24,2,2,4,2,2,5,2,1,2.04,31,31,22,217,39,54,0.7949,0.463,3200,2704,31,16,2.5484,2.125,0.5484,0.3125,4136,2860,0.1,0.1,0.5,0.6,0.8,0.6333,0.3,0.1,0.1,0,0.1,0.0667
24,2,4,6,2,2,5,4,3.48,1,44,11,36,289,39,33,0.7949,0.7879,2221,1980,31,37,2.5484,2.4054,0.4839,0.5135,2915,2538,0.1,0,0.3,0.8,0.9,0.6667,0,0,0.8,1,0.9,0.9
34,1,2,4,2,2,5,3,4.04,1.44,58,2,72,369,39,14,0.9231,1,2141,2055,31,56,2.5161,4.3393,0.6129,0.7143,3717,2660,0,0.4,0.5,0.6,0.6,0.5667,0.6,1,1,1,1,1
31,1,4,4,2,2,5,3,2.64,1.72,39,15,46,341,39,16,0.8974,0.9375,2084,2133,31,54,2.7097,3.5741,0.5806,0.6852,3511,2555,0.2,0.4,0.4,0.6,0.5,0.5,0.5,1,1,1,0.9,0.9667
30,1,4,6,2,2,5,5,3.48,1.68,52,9,52,325,39,49,0.9231,0.7755,2099,2391,31,21,3.1613,2.8095,0.6774,0.7143,3889,2615,0.2,0.1,0.4,0.7,0.7,0.6,0,0,0.1,0.6,0.4,0.3667
19,1,3,4,2,2,3,4,4.32,2.56,54,11,58,335,38,32,0.8684,0.9375,2660,2556,32,38,2.6875,5.3947,0.625,0.7632,4198,3794,0.2,0.6,0.3,0.6,0.5,0.4667,0.5,0.8,0.6,0.5,0.4,0.5
31,2,4,6,2,2,5,5,2.04,1.8,28,25,38,335,38,38,1,0.8947,2132,2260,32,32,2.8438,3.25,0.625,0.5938,3732,3497,0.1,0.2,0.7,0.5,0.7,0.6333,0,0.3,0.5,0.7,0.7,0.6333
28,2,5,5,2,2,5,5,3.44,3.2,49,21,48,129,37,32,0.2703,0.2813,2243,1984,33,38,2.2121,2.0789,0.3333,0.3158,2021,1935,0.5,0.5,0.4,0.5,0.4,0.4333,0.4,0.6,0.7,0.5,0.6,0.6
27,2,3,6,2,2,5,5,4.04,2.72,52,1,48,384,37,22,0.973,0.9545,2314,2124,33,48,3.4242,4.1458,0.7273,0.7083,4908,3536,0,0.4,0.5,0.7,0.7,0.6333,0,0.8,1,1,1,1
20,1,3,5,2,2,5,3,1.84,2.08,33,23,41,303,37,53,0.9189,0.8491,2313,1913,33,17,3.4848,3.7059,0.6061,0.7059,4435,2174,0.4,0.7,0.4,0.3,0.5,0.4,0.1,0.2,0.1,0.1,0.2,0.1333
32,2,4,7,2,1,3,3,4.4,4.52,43,11,63,135,36,32,0.3056,0.2188,1675,1660,34,38,2.0588,2.2368,0.3235,0.3421,1639,1659,0.5,0.4,0.4,0.7,0.4,0.5,0.6,0.5,0.6,0.6,0.5,0.5667
25,2,2,6,2,2,5,2,3.08,2.28,48,19,58,324,36,31,0.8056,0.9032,2651,2383,34,39,2.5294,3.2564,0.6176,0.641,3389,3252,0.4,0.6,0.2,0.7,0.5,0.4667,0.6,0.4,0.7,0.8,0.4,0.6333
29,1,4,3,2,1,1,2,3.16,1.52,60,17,59,330,36,16,0.9722,0.9375,2481,2393,34,54,2.4706,2.8148,0.5882,0.6111,4243,3587,0,0.6,0.6,0.6,0.6,0.6,0.5,1,1,1,0.9,0.9667
30,2,3,2,2,2,6,5,3.04,2.56,28,13,34,340,36,34,0.9722,0.7353,2633,2477,34,36,3.3235,3.6389,0.7059,0.6667,3518,3266,0.2,0.4,0.6,0.7,0.5,0.6,0.2,0.5,0.5,0.8,0.6,0.6333
25,1,4,4,2,2,5,4,4.32,1.8,62,8,66,406,36,29,0.9722,1,3042,2191,34,41,6,3.0976,0.8529,0.6341,4715,3280,0,0.2,0.3,0.9,1,0.7333,0,0.2,0.9,1,1,0.9667
27,1,3,2,2,2,6,2,3.6,1.04,32,19,65,286,35,33,0.5714,0.9091,1958,1885,35,37,2.1714,3,0.5143,0.6757,2002,2085,0.4,0.5,0.6,0.6,0.4,0.5333,0.6,0.4,0.8,0.4,0.5,0.5667
28,1,3,2,2,1,5,2,1.24,1,20,31,26,312,35,46,0.9143,0.8043,2473,2994,35,24,2.4571,2.9167,0.6286,0.6667,4388,3027,0.3,0.4,0.7,0.6,0.5,0.6,0,0.3,0.4,0.3,0.4,0.3667
34,2,3,4,2,1,5,5,1.68,1.4,37,23,38,388,35,20,1,0.95,2127,2170,35,50,2.9429,4.7,0.6857,0.74,3988,3499,0,0.6,0.6,0.7,0.6,0.6333,0.2,0.9,0.9,1,1,0.9667
30,1,3,6,2,2,1,2,1.64,1.32,54,9,24,388,35,25,0.9429,0.96,2229,1939,35,45,3.6,4.4,0.6571,0.7333,3354,2887,0,0,0.7,0.9,0.9,0.8333,0,0.5,1,1,1,1
28,2,3,7,1,2,2,1,2.04,2.16,47,6,46,388,35,30,1,1,1899,1962,35,40,4.6286,4.95,0.7143,0.675,4593,3276,0,0.1,0.8,0.7,0.9,0.8,0,0.5,0.6,1,0.9,0.8333
29,1,3,4,2,2,5,3,2.96,2.16,43,18,59,181,34,40,0.4412,0.475,1755,1800,36,30,2.1667,2.3333,0.3333,0.5333,1696,2173,0.6,0.6,0.5,0.4,0.5,0.4667,0.5,0.5,0.2,0.2,0.6,0.3333
28,2,2,2,2,2,6,2,3.12,3.32,47,15,56,145,34,40,0.2647,0.3,2208,1816,36,30,2.5278,2.2,0.3611,0.4667,1902,1596,0.5,0.5,0.6,0.4,0.6,0.5333,0.6,0.4,0.5,0.2,0.3,0.3333
26,2,3,5,2,2,5,2,4.04,1.52,71,9,62,373,34,20,0.9412,0.95,2079,2499,36,50,3.5278,3.6,0.6944,0.68,3174,3229,0.1,0.5,0.7,0.6,0.7,0.6667,0,1,1,1,1,1
29,1,3,6,2,2,5,1,1.36,1.16,27,8,29,400,34,21,0.9412,1,2019,2081,36,49,3.6111,5.6122,0.6667,0.7551,4522,3569,0,0.1,0.5,1,1,0.8333,0,0.9,1,1,1,1
32,1,4,6,2,2,5,4,1.96,1.64,31,18,28,373,34,33,1,1,1991,2213,36,37,4.1667,3.2973,0.6667,0.6757,4093,3270,0,0.3,0.6,0.9,0.8,0.7667,0,0.1,0.8,0.9,0.9,0.8667
33,2,2,2,2,2,5,1,2.96,2.68,40,21,42,269,33,21,0.6061,0.8095,2406,2474,37,49,2.2703,2.5306,0.5135,0.5306,3707,2536,0.5,0.4,0.7,0.6,0.5,0.6,0.8,0.9,0.6,0.8,0.8,0.7333
31,1,3,2,2,2,5,1,3.32,1.96,76,16,74,327,33,37,1,0.973,2136,1969,37,33,2.4054,5.0303,0.5405,0.6667,3071,2665,0.5,0.6,0.7,0.4,0.5,0.5333,0.4,0.2,0.5,0.8,0.4,0.5667
31,2,3,4,2,1,5,4,2.08,1.56,30,21,28,393,33,26,0.9697,0.9615,2352,2359,37,44,2.7297,3.6591,0.6757,0.7273,4356,3938,0.1,0,0.6,1,1,0.8667,0,0.4,1,1,1,1
26,2,3,3,2,2,5,3,2.96,2.48,64,8,43,373,33,19,0.9091,1,2367,2400,37,51,2.7568,3.8039,0.6757,0.7059,4005,3502,0,0.7,0.7,0.6,0.7,0.6667,0.1,1,1,1,1,1
29,1,3,5,2,2,3,3,3.28,3.76,31,24,38,354,33,25,0.9394,1,2460,2473,37,45,2.9189,3.3778,0.6486,0.7111,4525,3539,0.3,0.5,0.5,0.8,0.6,0.6333,0.3,0.9,0.8,0.8,0.7,0.7667
32,1,3,4,2,2,5,6,1.44,1.12,28,21,32,362,33,37,0.9394,0.8919,2008,2007,37,33,3.2162,2.5152,0.7568,0.6364,4431,2940,0.1,0.3,0.7,0.7,0.9,0.7667,0.1,0.2,0.8,0.6,0.6,0.6667
25,2,4,6,2,2,5,4,2.2,1.72,30,17,30,379,33,28,1,0.9643,1849,2119,37,42,3.6486,3.1667,0.7027,0.7143,3392,2426,0,0.5,0.7,0.8,0.7,0.7333,0.3,0.4,0.6,0.9,1,0.8333
22,2,4,5,2,2,2,4,1.84,1.4,58,15,29,387,33,24,1,1,1794,1850,37,46,4.3784,4.6304,0.7568,0.6739,3029,2392,0.3,0.2,0.6,0.7,0.9,0.7333,0,0.7,0.9,1,1,0.9667
34,1,3,2,2,2,5,5,3.56,2.8,27,27,44,296,32,30,1,0.8,2216,2544,38,40,2.7368,2.425,0.4737,0.55,3611,2976,0.1,0.2,0.9,0.8,0.8,0.8333,0.2,0.5,0.7,0.8,0.8,0.7667
23,2,3,4,2,2,5,6,1.68,1.4,40,9,29,350,32,27,0.9375,0.8889,2229,2148,38,43,2.7368,3.3256,0.5789,0.6744,3185,2566,0,0.3,0.9,0.7,0.9,0.8333,0.1,0.7,0.7,0.8,1,0.8333
29,1,3,5,2,2,5,5,2.16,1.16,57,16,28,399,32,24,1,1,2195,2199,38,46,3.3947,4.6304,0.6842,0.7609,4791,3704,0.2,0,0.8,0.9,0.9,0.8667,0,0.7,0.9,1,1,0.9667
34,2,4,7,2,2,5,4,1.8,1.48,41,22,41,389,32,29,0.875,0.9655,2933,2201,38,41,3.8684,3.8049,0.7105,0.7073,5346,4389,0,0,1,0.9,0.9,0.9333,0,0.1,1,1,1,1
22,2,3,6,2,2,5,2,2.44,2.4,41,14,40,373,32,30,0.9375,0.9667,2214,2296,38,40,4.1842,2.825,0.7368,0.625,3980,3368,0.2,0.1,0.7,0.9,0.9,0.8333,0,0.2,0.9,1,0.9,0.9333
25,2,3,5,2,2,2,2,3.16,3.96,65,20,67,357,31,25,0.9677,0.92,1888,2051,39,45,2.3333,3.6222,0.6154,0.6889,2743,2519,0.2,0.7,0.6,0.6,0.8,0.6667,0.4,0.6,0.8,0.7,1,0.8333
31,1,3,5,2,2,5,3,1.8,1.44,32,21,30,365,31,17,0.9677,1,2629,2125,39,53,2.4872,3.3208,0.641,0.6792,3665,2817,0.2,0.7,0.7,0.6,0.7,0.6667,0.3,1,1,1,1,1
34,1,4,7,2,2,5,4,2.92,2.44,48,10,62,382,31,34,0.9677,1,2210,2249,39,36,2.641,3.3056,0.6154,0.7222,4049,3296,0.1,0,0.8,1,1,0.9333,0,0,0.6,1,1,0.8667
24,3,3,6,2,2,5,2,2.24,1.64,61,10,45,392,31,29,0.9355,0.9655,1986,1929,39,41,3.2821,3.0244,0.6923,0.7073,4334,2818,0,0.1,0.9,0.9,1,0.9333,0,0.1,1,1,1,1
22,1,4,6,2,2,3,1,2.2,2.52,42,9,50,389,31,31,0.9677,0.9355,1932,2036,39,39,3.8205,3.0256,0.7179,0.7179,3320,2441,0.2,0.2,0.9,0.6,1,0.8333,0.2,0.1,0.8,0.8,1,0.8667
25,2,3,2,2,2,3,2,4.48,1.64,24,30,37,282,30,41,0.9,0.7805,2300,3572,40,29,2.35,2.2759,0.525,0.5517,4213,4242,0.5,0.7,0.6,0.5,0.7,0.6,0.4,0.3,0.5,0.2,0.5,0.4
34,1,3,6,2,2,5,5,2.8,1.88,54,17,36,388,30,21,0.8333,0.9524,3048,2022,40,49,2.875,4,0.675,0.7347,3902,2713,0.1,0.3,0.6,1,1,0.8667,0.1,1,0.9,1,0.9,0.9333
30,1,3,5,2,2,5,2,1.28,1.12,23,16,24,384,30,20,0.9667,1,2184,1969,40,50,3.05,4.88,0.625,0.7,3735,3232,0.1,0,1,1,0.9,0.9667,0.1,0.9,1,1,1,1
34,1,5,6,2,2,6,4,1.96,1.96,28,9,47,410,30,25,1,0.96,2117,2180,40,45,3.9,4.2444,0.75,0.7111,4778,3571,0,0.5,0.5,1,1,0.8333,0.1,0.4,1,1,1,1
27,1,3,4,2,2,5,1,2.32,1.12,47,16,25,385,29,26,0.8621,1,2581,2324,41,44,2.5122,3.75,0.6098,0.75,4291,3336,0.1,0,1,1,1,1,0.1,0.3,1,1,1,1
22,1,3,6,2,2,5,4,3,3.8,43,21,42,363,29,30,0.8966,0.9333,2290,2580,41,40,2.6829,3.4,0.6341,0.625,3735,3061,0,0.1,1,1,1,1,0,0,1,1,1,1
23,1,3,2,2,2,5,3,2.28,1.48,29,12,31,398,29,18,0.931,1,2304,1974,41,52,2.7561,4.3462,0.6829,0.75,4028,3232,0,0.7,0.8,0.8,0.8,0.8,0.2,1,1,1,1,1
26,2,3,6,2,3,7,7,4.04,3.88,45,19,62,368,29,31,0.9655,0.9677,2090,2192,41,39,2.9756,3.1538,0.6341,0.6667,3676,3254,0,0.1,1,1,1,1,0,0.1,1,0.9,0.9,0.9333
33,2,5,7,2,2,5,5,1.32,1.24,23,19,23,344,29,59,1,0.9661,1900,2286,41,11,3.4878,4.7273,0.7317,0.8182,3518,3414,0,1,0.8,0.8,0.5,0.7,0.1,0,0,0,0,0
34,2,2,4,2,1,5,2,2.92,3.24,67,9,56,381,29,32,1,0.9688,2034,2129,41,38,3.8537,4.0263,0.7317,0.6579,4610,3437,0,0.4,0.8,1,0.9,0.9,0.1,0.4,0.8,0.7,0.8,0.7667
25,2,3,6,2,2,5,3,2.92,2.96,67,12,75,381,29,30,1,0.9333,2206,2359,41,40,3.9024,2.675,0.7317,0.65,4873,3292,0,0.6,0.8,0.8,0.9,0.8333,0,0.7,0.7,0.8,0.8,0.7667
25,2,4,7,2,2,5,2,1.96,2.96,60,20,45,412,29,28,0.9655,1,2128,1859,41,42,4.122,4.6905,0.7073,0.7857,4812,2698,0,0.2,0.9,1,1,0.9667,0.1,0.2,0.9,1,1,0.9667
32,2,4,7,2,2,5,6,2.24,2.08,52,4,32,409,29,30,1,0.9667,2036,2087,41,40,4.5854,4.725,0.7073,0.75,4541,3053,0,0.1,1,1,1,1,0,0,1,1,1,1
32,2,3,5,2,2,3,2,3.28,2.36,41,15,30,342,28,28,0.9643,0.8929,2599,2196,42,42,2.2143,3.2857,0.5238,0.7143,3705,2841,0.1,0.9,0.8,0.5,0.9,0.7333,0,0.7,0.9,0.9,0.7,0.8333
33,1,4,3,2,2,5,3,3.88,1.48,49,10,37,278,28,20,0.7857,0.95,1970,1915,42,50,2.1905,2.74,0.4762,0.52,1827,1748,0.5,0.6,0.6,0.6,0.9,0.7,0.5,0.8,0.9,0.9,0.9,0.9
31,1,5,4,2,2,5,2,3.8,1,22,14,49,336,28,21,1,1,2151,1854,42,49,2.2857,4.5306,0.5476,0.6735,2904,2539,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.9,0.8,0.7,0.8
32,2,4,6,2,2,5,5,1.2,1.16,22,21,24,334,28,34,1,1,2490,2047,42,36,2.3571,4.75,0.5,0.7222,4155,3764,0.1,0.8,0.8,0.7,0.8,0.7667,0.1,0.6,0.6,0.7,0.6,0.6333
28,2,3,2,2,2,3,2,3.04,3,37,18,52,314,28,32,0.8929,0.8438,2224,2381,42,38,2.5,2.7895,0.5714,0.6842,3128,2656,0.5,0.6,0.7,0.5,0.9,0.7,0.5,0.5,0.7,0.4,0.7,0.6
22,2,3,7,1,2,5,4,3.92,2.72,74,0,71,387,28,23,1,0.8261,2430,2054,42,47,2.5952,5.8511,0.6667,0.7234,4485,3684,0,0.3,0.9,1,1,0.9667,0,0.8,1,0.9,1,0.9667
31,1,4,3,2,2,5,3,2.44,2.96,65,15,35,305,28,25,0.9643,0.6,2088,2600,42,45,2.7857,2.5333,0.6429,0.5333,3926,2742,0.4,0.5,0.8,0.9,0.6,0.7667,0.7,0.6,0.8,0.7,0.7,0.7333
30,2,4,7,2,2,5,6,2.48,2,37,7,42,391,28,23,1,1,1871,1863,42,47,3,5.0638,0.6667,0.7234,3852,2682,0.1,0.3,0.9,0.9,1,0.9333,0,0.7,1,1,1,1
30,2,4,5,2,2,5,2,1.72,1.56,62,10,35,389,28,24,0.9286,1,2106,2044,42,46,3.0952,3.9783,0.6667,0.7391,4032,3299,0.1,0.5,0.8,1,0.8,0.8667,0,0.8,1,0.8,1,0.9333
22,2,4,5,2,2,5,5,2,2.12,24,28,39,388,28,20,1,1,2252,2169,42,50,3.119,3.32,0.7143,0.68,4468,3460,0,0.3,0.9,1,1,0.9667,0.1,0.9,1,1,1,1
26,1,4,6,2,2,3,2,2.12,1.76,32,11,54,356,28,23,0.8929,0.913,2383,2095,42,47,3.1667,4.617,0.619,0.7021,4477,2538,0.1,0.6,0.9,0.7,0.9,0.8333,0.4,0.8,0.8,0.9,0.8,0.8333
30,2,5,6,2,2,5,4,1.8,1.4,40,13,34,394,28,28,1,1,1884,1842,42,42,3.3333,4.0476,0.7143,0.7143,3313,2597,0.2,0.4,0.6,1,1,0.8667,0.2,0.3,0.8,0.9,1,0.9
28,2,4,5,2,2,2,4,1.64,1.52,30,13,24,408,28,28,1,1,1788,1939,42,42,4.1667,4.619,0.7619,0.7143,4148,3756,0.1,0.4,0.8,0.9,1,0.9,0,0.4,0.8,1,1,0.9333
31,1,3,6,2,2,5,6,2.32,1.76,24,17,34,373,28,21,0.9643,0.9524,2143,2380,42,49,4.2381,5.2857,0.6667,0.6939,4478,3893,0,0.7,0.9,0.8,0.8,0.8333,0,0.9,1,1,1,1
29,2,5,6,2,2,5,4,2.04,1,53,11,40,330,27,28,0.963,0.8571,2271,2134,43,42,2.3953,2.6429,0.6047,0.5952,2671,2331,0.3,0.7,0.7,0.7,0.9,0.7667,0.5,0.6,0.6,0.7,0.8,0.7
28,2,4,7,2,2,2,4,2.12,1.32,23,17,23,371,27,26,0.9259,0.9615,2024,1764,43,44,2.5581,6.0227,0.5814,0.7727,2754,2638,0.4,0.6,0.7,0.8,0.8,0.7667,0.1,0.8,0.8,0.9,0.8,0.8333
34,2,2,6,2,2,5,1,1.32,1.28,39,19,24,360,27,20,0.963,0.95,2180,1750,43,50,2.6512,5.56,0.6047,0.7,2345,3007,0.1,0.8,0.8,0.8,0.8,0.8,0.1,1,1,1,0.9,0.9667
20,2,3,6,2,2,3,2,1,1.2,28,18,23,381,27,28,0.963,0.8929,2398,2133,43,42,3.0698,3.4048,0.6744,0.6905,4689,3376,0.1,0.2,1,1,1,1,0,0.3,0.9,1,1,0.9667
22,1,4,6,2,2,5,6,1.96,1.92,29,12,54,383,27,28,0.963,0.9643,2120,1888,43,42,3.2326,3.1429,0.6977,0.6667,3435,2247,0.1,0.5,0.8,0.9,1,0.9,0.1,0.4,0.8,0.9,1,0.9
28,2,3,6,2,2,5,2,2.08,1.88,67,6,24,413,27,20,1,1,2111,1966,43,50,3.7442,5.88,0.6744,0.78,4579,3455,0,0.8,0.8,0.9,0.8,0.8333,0,1,1,1,1,1
34,1,3,7,2,2,3,2,1.4,1.2,36,13,33,408,27,25,1,0.96,2041,2073,43,45,3.7674,4.9111,0.7209,0.7333,4121,3584,0,0.6,0.9,0.9,0.9,0.9,0,0.6,0.9,1,1,0.9667
32,2,4,6,2,2,5,3,2.04,1.88,39,14,32,429,27,44,1,0.9318,2277,2387,43,26,6.8605,3.2692,1,0.7308,4963,3096,0,0.8,0.8,0.9,0.8,0.8333,0.1,0.2,0.4,0.3,0.6,0.4333
31,1,2,8,2,2,3,4,3.36,2.28,31,23,44,251,26,26,0.2692,0.7308,2944,3123,44,44,2.1136,3.3409,0.3636,0.6818,1757,2902,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.8
26,1,2,2,2,2,5,2,3.48,1.32,40,16,68,216,26,19,0.3462,0.8421,2398,2170,44,51,2.0909,2.4118,0.2955,0.5098,2166,2308,0.6,0.7,0.7,0.8,0.6,0.7,0.8,0.9,0.6,0.9,0.9,0.8
29,1,5,6,2,2,5,6,2.28,1.96,42,12,31,361,26,23,0.9231,0.913,1840,1849,44,47,2.5227,4.3191,0.5682,0.6809,2141,2114,0.2,0.3,1,1,0.9,0.9667,0.1,0.7,1,0.9,1,0.9667
24,2,3,6,2,1,5,4,2.4,2.88,33,22,31,339,26,25,1,0.76,2251,2443,44,45,2.5682,2.5556,0.5909,0.6,4610,3092,0,0.4,1,1,1,1,0,0.5,1,1,1,1
33,2,4,5,2,2,3,2,3.64,2.32,63,23,40,359,26,20,0.8077,0.75,2696,2392,44,50,2.6591,3.48,0.5909,0.7,4044,2782,0,0.6,0.8,1,1,0.9333,0,1,1,1,1,1
25,2,2,1,2,2,5,3,2.08,1.92,34,11,32,324,26,27,0.8077,0.7037,2900,2363,44,43,2.7727,2.7442,0.6364,0.6279,3540,3362,0.2,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.7,0.7667
26,2,3,4,2,1,5,3,2.48,2.2,55,13,44,331,26,28,0.8462,0.8571,1984,2314,44,42,2.9545,3.0714,0.6136,0.7381,3512,3695,0.6,0.8,0.8,0.5,0.7,0.6667,0.7,0.6,0.7,0.5,0.7,0.6333
25,2,3,5,1,2,5,2,2.8,3.36,32,14,60,380,26,20,0.9231,0.8,2516,2522,44,50,3.1364,2.78,0.7045,0.68,3918,3082,0,0.7,1,0.9,0.8,0.9,0.2,0.9,0.9,1,1,0.9667
34,1,4,6,2,2,5,2,3.52,2.04,63,21,52,396,26,24,0.9615,0.9167,1856,2073,44,46,3.3182,4.7174,0.7273,0.6957,3952,3801,0.1,0.3,1,1,1,1,0,0.6,1,1,1,1
24,2,4,7,2,2,3,6,2.36,1.64,40,14,40,403,26,27,0.9615,0.963,2015,2106,44,43,3.3864,5.2326,0.7045,0.7209,3390,3734,0.1,0.4,0.9,1,1,0.9667,0.1,0.3,0.9,1,1,0.9667
27,2,4,6,2,2,3,2,1,4.68,27,25,23,405,26,22,1,0.8636,2073,2047,44,48,3.6818,3.9792,0.7045,0.75,3917,2395,0,0.5,0.9,1,1,0.9667,0.1,0.8,0.9,1,1,0.9667
